Message,Message_Token,Message_Tagged,Hatespeech_Level,Hatespeech,Sentiment,hatx,Emotion
1.คนที่ไปก็ผิดครับไม่กักตัวทั้งที่รู้อยู่ว่ามาจากพื้นที่เสี่ยง 2.ระบบการคัดกรองของสุราษฎร์ธานีก็ล้มเหลวที่ไม่สามารถทำตามระบบได้ สรุปผิดกันทั้งนั้น ตั้งแต่ปล่อยให้พม่าลักลอบเข้ามาได้แล้ว ตอนนี้อย่าหาโทษใครแล้วอย่าหาด่าใครเลยควรคิดหาวิธีป้องกันตัวเองจะดีกว่าเพราะพวกรัฐบาลหรือพวกสีกากีไม่ได้ช่วยอะไรเรา มีแต่เราช่วยเหลือตัวเอง นะครับ,คนที่ไปก็|ผิด|ครับ|ไม่|กักตัว|ทั้งที่|รู้|อยู่|ว่า|มาจาก|พื้นที่|เสี่ยง| |ระบบการ|คัดกรอง|ของ|สุ|ราษฎร์ธานี|ก็|ล้มเหลว|ที่|ไม่สามารถ|ทําตาม|ระบบ|ได้|สรุปผิด|กัน|ทั้งนั้น|ตั้งแต่ปล่อยให้|พม่า|ลักลอบ|เข้ามา|ได้แล้ว|ตอนนี้อย่า|หา|โทษ|ใคร|แล้ว|อย่า|หา|ด่า|ใคร|เลย|ควร|คิด|หาวิธี|ป้องกัน|ตัวเอง|จะดีกว่า|เพราะ|พวก|รัฐบาล|หรือ|พวก|สี|ก|า|กี|ไม่ได้|ช่วยอะไร|เรา|มีแต่เรา|ช่วยเหลือ|ตัวเอง| |นะครับ,,0,Nonhatespeech,Neutral,,Others
ความจริงมันมีที่ระนองวิ่งพม่าแต่ตายแล้วบางคนติดคุกนี่?แหละกรรมที่ทำงานไม่ถูกต้องถ้าเข้ากักกันโรคคงไม่เดือดร้อนคงตอ้งหาต้นตอให้เจอแล้วล้างบางซะ,ความจริงมันมี|ที่|ระนอง|วิ่ง|พม่า|แต่|ตายแล้ว|บางคน|ติดคุก|นี่แหละ|กรรม|ที่ทํางาน|ไม่ถูกต้อง|ถ้า|เข้า|กักกัน|โรค|คงไม่|เดือดร้อน|คง|ตอ|้ง|หา|ต้นตอ|ให้|เจอ|แล้ว|ล้าง|บาง|ซะ,ความจริงมันมี|ที่|ระนอง|วิ่ง|#พม่า|แต่|#ตายแล้ว|บางคน|#ติดคุก|นี่แหละ|#กรรม|ที่ทํางาน|#ไม่ถูกต้อง|ถ้า|เข้า|#กักกัน|โรค|คงไม่|#เดือดร้อน|คง|ต้อง|หา|ต้นตอ|ให้|เจอ|แล้ว|#ล้าง|#บาง|ซะ,-2,Hatespeech,Negative,ความจริงมันมี ที่ ระนอง วิ่ง #พม่า แต่ #ตายแล้ว บางคน #ติดคุก นี่แหละ #กรรม ที่ทํางาน #ไม่ถูกต้อง ถ้า เข้า #กักกัน โรค คงไม่ #เดือดร้อน คง ต้อง หา ต้นตอ ให้ เจอ แล้ว #ล้าง #บาง ซะ,Anger
ถ้าปล่อย?แรงงานพม่า กัมพูชา? ลาว ที่ระบาดอย่างหนัก? เข้ามาในประเทศ เตรียม?พังทั้ง?ประเทศ ไม่ว่าอุตสาหกรรม?ไหนก็ดอาไม่อยู่? เพราะพวกเขาหนีตายมาไทย แต่ไม่รู้?ว่าพวกเขา?ติดโรคแล้ว,ถ้าปล่อย|แรงงาน|พม่า| |กัมพูชา| |ลาว| |ที่|ระบาด|อย่างหนัก| |เข้ามา|ในประเทศ|เตรียมพัง|ทั้งประเทศ|ไม่ว่าอุตสาหกรรม|ไหนก็|ดอ|า|ไม่อยู่|เพราะพวกเขา|หนี|ตาย|มา|ไทย|แต่ไม่รู้ว่า|พวกเขา|ติด|โรค|แล้ว,#ถ้าปล่อย|#แรงงาน|#พม่า| |#กัมพูชา| |#ลาว| |#ที่|#ระบาด|#อย่างหนัก| |#เข้ามา|#ในประเทศ|#เตรียมพัง|#ทั้งประเทศ|ไม่ว่าอุตสาหกรรม|ไหนก็|ดอ|า|ไม่อยู่|เพราะพวกเขา|หนี|ตาย|มา|ไทย|แต่ไม่รู้ว่า|พวกเขา|ติด|โรค|แล้ว,-1,Hatespeech,Negative,#ถ้าปล่อย #แรงงาน #พม่า   #กัมพูชา   #ลาว   #ที่ #ระบาด #อย่างหนัก   #เข้ามา #ในประเทศ #เตรียมพัง #ทั้งประเทศ ไม่ว่าอุตสาหกรรม ไหนก็ ดอ า ไม่อยู่ เพราะพวกเขา หนี ตาย มา ไทย แต่ไม่รู้ว่า พวกเขา ติด โรค แล้ว,Anger
พม่าครองเมือง,พม่า|ครองเมือง,,0,Nonhatespeech,Negative,,disagreeable
"นกชนหิน ได้ชื่อว่าเป็น นักปลูกป่า ที่มีความสำคัญต่อระบบนิเวศ แต่น่าเสียดายที่พวกมันกำลังจะสูญพันธุ์ ทั้งที่เป็นสัตว์โบราณที่คาดว่ามีสายพันธุกรรมเก่าแก่ราว ๆ 45 ล้านปี ถึงขนาดนักอนุรักษ์นกให้สมญานามว่าเป็นบรรพบุรุษของนกเงือกแห่งเอเชียที่ยังมีชีวิตมาจนถึงปัจจุบัน . นกชนหินจะอาศัยอยู่ในป่าดงดิบ และกระจายพันธุ์ตั้งแต่ทางทางใต้ของประเทศไทย บางส่วนของพม่า เรื่อยไปจนถึงมาเลเซีย และอินโดนีเซีย ซึ่งกล่าวได้ว่ามันคือตัวแทนความมั่งคั่งด้านความหลากหลายของระบบนิเวศ . พวกมันช่วยกระจายเมล็ดพันธุ์พืชให้กับธรรมชาติและด้วยรัศมีการกินไกลหลายร้อยกิโลเมตร ทำให้เกิดการแพร่กระจายเมล็ดพันธุ์ไม้ไปทั่วผืนป่า (สามารถปลูกป่าได้ดีกว่ามนุษย์หลายเท่า) อีกทั้งความหลากหลายจากเมล็ดพันธุ์ที่มันกินก็ช่วยให้ระบบนิเวศเกิดความหลากหลายมากยิ่งขึ้นด้วย . นกชนหิน มีขนาดยาว 120 เซนติเมตร เป็นนกเงือกชนิดเดียวที่มีโหนกแข็งตัน คล้ายงาช้างสีแดงคล้ำ ขนตามตัวสีน้ำตาลเข้ม ท้องขาวนวล หางขาวมีแถบดำพาดขวางคล้ายหางนกกก มีขนหางยาวพิเศษ 2 เส้น ซึ่งยาวเกินส่วนหางออกไปถึง 50 เซนติเมตร ขอบปีกขาว ปากสั้นแข็งสีแดงคล้ำ ปลายปากสีเหลือง . ตัวผู้มีหนังเปลือยบริเวณคอสีแดงคล้ำ ตัวเมียส่วนนี้เป็นสีฟ้าอ่อนจนถึงสีน้ำเงิน ตัววัยรุ่นตัวผู้บริเวณคอสีแดงเรื่อ ตัวเมียส่วนนี้มีสีม่วง โหนกมีขนาดรูปมนสีน้ำตาลแดง ขนหางยังไม่เจริญเต็มที่ . นกชนหินปกติหากินระดับยอดไม้ ตัวผู้จะร้องเสียงดังมาก ตุ๊กตุ๊ก ทอดเป็นจังหวะ ร้องติดกันยาว เสียงร้องกระชั้นขึ้นเป็นลำดับ เมื่อสุดเสียงจะคล้ายกับเสียงหัวเราะ ประมาณ 4-5 ครั้ง เมื่อตกใจจะแผดเสียงสูงคล้ายเสียงแตร . เมื่อต่อสู้กันจะบินเอาโหนกชนกันกลางอากาศทำให้เกิดเสียงดัง อาหารหลักของมัน ได้แก่ ลูกไทร ส่วนอาหารจำพวกสัตว์ นอกจากแมลงต่างๆ แล้วนกชนหินยังล่าสัตว์อื่นๆ เช่น กิ้งก่า กระรอก และนก . นกชนหิน จะเริ่มปิดปากรังเดือนมีนาคม-เมษายน ลูกนกออกจากรังราวเดือนกรกฏาคม-สิงหาคม พบลักษณะรังจะพิเศษกว่านกเงือกชนิดอื่นๆ คือ รังจะเป็นปุ่มปมยื่นออกมา ทำรังในต้นตะเคียน กาลอ ตอแล พฤติกรรมการเลี้ยงลูกเป็นแบบพ่อนกเลี้ยงเพียงตัวเดียว โดยพ่อนกจะหาอาหารมาเลี้ยงลูกนกและแม่นก และจะเลี้ยงลูกได้เพียง 1 ตัวเท่านั้น . การตัดป่าไม้ทำลายป่าเป็นสาเหตุทำให้พวกมันไม่มีโพรงให้อาศัย ซึ่งทำให้สถานการณ์ของนกชนหินในประเทศไทยเปราะบางมากยิ่งขึ้น . นกชนหินเป็นสัตว์ป่าคุ้มครองประเภทที่ 1 และอนุสัญญาไซเตสจัดเอาไว้ในบัญชีที่ 1 ที่ได้รับการคุ้มครองตามกฎหมาย โดย IUCN Red List ได้จัดให้นกชนหินอยู่ในเกณฑ์ใกล้สูญพันธุ์อย่างยิ่ง (critically endangered  CR) . ดังนั้น เมื่อปีที่ผ่านมา ได้เกิดแคมเปญรณรงค์ ขอให้นกชนหินเป็นสัตว์ป่าสงวนอันดับที่ 20 ของไทย โดยเชิญชวนให้ประชาชนร่วมลงชื่อผ่านเว็บไซต์ change.org ซึ่งมีผู้ร่วมลงชื่อมากถึง 26,000 รายชื่อ . และได้ส่งถึงรัฐมนตรีว่าการกระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม เพื่อให้พิจารณาเร่งประกาศพระราชกฤษฎีกากำหนดให้นกชนหินได้รับการขึ้นทะเบียนเป็นสัตว์ป่าสงวนลำดับที่ 20 ของประเทศไทย และมีแผนปฏิบัติการเพื่อการอนุรักษ์และฟื้นฟูประชากรนกชนหินในระยะยาวต่อไป . แต่จนบัดนี้ก็ยังไม่มีความคืบหน้า? . ไหนว่า..แม้แต่ปัญหาสิ่งแวดล้อมที่ยากที่สุดก็สามารถแก้ไขได้ด้วยวิธีที่ง่ายที่สุดคือการปลูกต้นไม้ อ้างอิง: https://bit.ly/2X6qmUX https://bit.ly/3oapwT2",นก|ชน|หิน| |ได้ชื่อว่า|เป็น|นักปลูกป่า| |ที่มีความ|สําคัญต่อ|ระบบนิเวศ|แต่น่าเสียดาย|ที่|พวกมัน|กําลังจะ|สูญพันธุ์| |ทั้งที่|เป็นสัตว์|โบราณ|ที่คาดว่า|มี|สาย|พันธุกรรม|เก่าแก่|ราว| |ๆ| |ล้าน|ปี| |ถึงขนาด|นัก|อนุรักษ์|นก|ให้|สม|ญ|า|นามว่า|เป็น|บรรพบุรุษ|ของ|นก|เงือก|แห่งเอเชีย|ที่|ยังมีชีวิต|มาจนถึง|ปัจจุบัน| |นก|ชน|หิน|จะ|อาศัยอยู่|ในป่า|ดง|ดิบ|และกระจาย|พันธุ์|ตั้งแต่|ทาง|ทางใต้|ของ|ประเทศไทย| |บางส่วน|ของพม่า| |เรื่อย|ไปจนถึง|มาเลเซีย|และอ|ินโดนีเซีย|ซึ่งกล่าว|ได้ว่า|มันคือ|ตัวแทน|ความ|มั่งคั่ง|ด้านความ|หลากหลาย|ของ|ระบบนิเวศ|พวกมันช่วย|กระจาย|เมล็ด|พันธุ์พืช|ให้กับ|ธรรมชาติ|และ|ด้วย|รัศมี|การกิน|ไกล|หลายร้อย|กิโลเมตร| |ทําให้เกิด|การ|แพร่กระจาย|เมล็ด|พันธุ์|ไม้|ไปทั่ว|ผืนป่า|อีกทั้งความ|หลากหลาย|จาก|เมล็ด|พันธุ์|ที่มัน|กิน|ก็|ช่วยให้|ระบบนิเวศ|เกิดความ|หลากหลาย|มาก|ยิ่งขึ้น|ด้วย| |นก|ชน|หิน| |มีขนาด|ยาว| |เซนติเมตร| |เป็น|นก|เงือก|ชนิด|เดียว|ที่มี|โหน|ก|แข็ง|ตัน| |คล้าย|งาช้าง|สีแดง|คล้ํา| |ขน|ตาม|ตัว|สีน้ําตาล|เข้ม| |ท้อง|ขาว|นวล| |หาง|ขาว|มี|แถบ|ดํา|พาด|ขวาง|คล้าย|หาง|นก|กก|มีขน|หาง|ยาว|พิเศษ| |เส้น|ซึ่งยาว|เกิน|ส่วน|หาง|ออกไป|ถึง| |เซนติเมตร| |ขอบ|ปีก|ขาว| |ปาก|สั้น|แข็ง|สีแดง|คล้ํา| |ปลาย|ปาก|สีเหลือง| |ตัวผู้|มี|หนัง|เปลือย|บริเวณ|คอ|สีแดง|คล้ํา| |ตัวเมีย|ส่วนนี้|เป็น|สีฟ้า|อ่อน|จนถึง|สีน้ําเงิน| |ตัว|วัยรุ่น|ตัวผู้|บริเวณ|คอ|สีแดง|เรื่อ| |ตัวเมีย|ส่วนนี้|มี|สีม่วง|โหนก|มีขนาด|รูป|มน|สีน้ําตาล|แดง| |ขน|หาง|ยังไม่|เจริญ|เต็มที่| |นก|ชน|หิน|ปกติ|หากิน|ระดับ|ยอด|ไม้| |ตัวผู้|จะ|ร้อง|เสียงดัง|มาก| |ตุ๊ก||ตุ๊ก|| |ทอด|เป็น|จังหวะ| |ร้อง|ติดกัน|ยาว| |เสียงร้อง|กระ|ชั้น|ขึ้น|เป็นลําดับ|เมื่อสุด|เสียง|จะ|คล้ายกับ|เสียง|หัวเราะ| |ประมาณ| |ครั้ง|เมื่อตกใจ|จะ|แผ|ด|เสียง|สูง|คล้าย|เสียง|แตร|เมื่อต่อสู้กัน|จะ|บิน|เอา|โหน|ก|ชนกัน|กลาง|อากาศ|ทําให้เกิด|เสียงดัง| |อาหาร|หลักของ|มัน| |ได้แก่|ลูกไทร|ส่วนอาหาร|จําพวก|สัตว์|นอกจากแมลง|ต่างๆ|แล้วนก|ชน|หิน|ยัง|ล่าสัตว์|อื่นๆ| |เช่น| |กิ้ง|ก่|า| |กระรอก|และนก| |นก|ชน|หิน| |จะเริ่ม|ปิดปาก|รัง|เดือน|มีนาคม|เมษายน|ลูกนก|ออกจาก|รัง|ราว|เดือน|กร|กฏ|า|คม|สิงหาคม|พบลักษณะ|รัง|จะ|พิเศษ|กว่า|นก|เงือก|ชนิด|อื่นๆ|คือ |รัง|จะเป็น|ปุ่ม|ปม|ยื่น|ออกมา|ทํารัง|ใน|ต้น|ตะเคียน| |กาล|อ| |ตอ|แล| |พฤติกรรม|การ|เลี้ยงลูก|เป็นแบบ|พ่อ|นก|เลี้ยง|เพียง|ตัวเดียว|โดยพ่อ|นก|จะหา|อาหาร|มา|เลี้ยงลูก|นก|และ|แม่|นก|และจะเลี้ยงลูก|ได้เพียง| |ตัว|เท่านั้น| |การตัด|ป่าไม้|ทําลายป่า|เป็นสาเหตุ|ทําให้|พวกมัน|ไม่มี|โพรง|ให้|อาศัย| |ซึ่งทําให้|สถานการณ์|ของ|นก|ชน|หิน|ใน|ประเทศไทย|เปราะบาง|มาก|ยิ่งขึ้น| |นก|ชน|หิน|เป็น|สัตว์ป่า|คุ้มครอง|ประเภท|ที่|และอนุสัญญา|ไซ|เต|ส|จัด|เอาไว้|ในบัญชี|ที่| |ที่|ได้รับการ|คุ้มครอง|ตามกฎหมาย|โดย |ได้|จัดให้|นก|ชน|หิน|อยู่ใน|เกณฑ์|ใกล้|สูญพันธุ์|อย่างยิ่ง|ดังนั้นเมื่อปีที่ผ่านม|า| |ได้เกิด|แคมเปญ|รณรงค์| ||ขอให้|นก|ชน|หิน|เป็นสัตว์|ป่าสงวน|อันดับที่| |ของไทย||โดยเชิญชวนให้|ประชาชน|ร่วม|ลงชื่อ|ผ่าน|เว็บไซต์| || |ซึ่งมี|ผู้ร่วม|ลงชื่อ|มากถึง| |รายชื่อ|และได้ส่ง|ถึง|รัฐมนตรีว่|า|การกระทรวง|ทรัพยากรธร|รมชาติและส|ิ่งแวดล้อม|เพื่อให้พิจารณา|เร่ง|ประกาศ|พระราช|กฤษฎีกา|กําหนดให้|นก|ชน|หิน|ได้รับการ|ขึ้น|ทะเบียน|เป็นสัตว์|ป่าสงวน|ลําดับที่| |ของ|ประเทศไทย|และมีแผน|ปฏิบัติการ|เพื่อการ|อนุรักษ์|และ|ฟื้นฟู|ประชากร|นก|ชน|หิน|ในระยะยาว|ต่อไป|แต่จน|บัดนี้|ก็ยังไม่มี|ความคืบหน้|า| |ไหน|ว่า|แม้แต่|ปัญหา|ส|ิ่งแวดล้อม|ที่|ยาก|ที่สุด|ก็สามารถ|แก้ไข|ได้ด้วย|วิธีที่|ง่าย|ที่สุดคือ|การ|ปลูกต้นไม้| |อ้างอิง,,0,Nonhatespeech,Positive,,Others
ญาณิตา นาคะเมฆ ไม่ได้ไ่ แต่บอกทางเลือกที่ดีให้ค่ะ เมื่อเขาไม่อบเมืองไทย ก็ไม่ควรต้องเปลี่ยนสิ่งใด เมื่อคนส่วนมาก เขาอยู่ได้ เขาไม่มีปัญหา เมื่อคนส่วนน้อยมีปัญหา ก็ไม่หาที่อื่นอยู่ จะได้ไม่ต้องวุ่นวาย เรื่องง่ายๆสงสาร เยบอกทางสว่างให้ ไม่อยากให้ทำเรื่องเล็กให้เป็นเรื่องใหญ่ แค่โยกย้ายไป ง่ายกว่าปรับเปลี่ยน เท่านั้น เพราะพื้นที่จะได้ว่าง พอให้พวกพม่า และเขมร ที่เขาอยากมาอยู่ เขารักแผ่นดินไทย ได้มีพื้นที่ได้อาศัย ใครไม่รักไป คนที่รักจะได้มา,ญาณ|ิต|า| |น|า|คะ|เมฆ|ไม่ได้ไ|่|แต่บอก|ทางเลือก|ที่ดี|ให้|ค่ะ|เมื่อเขาไม่|อบ|เมืองไทย| |ก็ไม่ควร|ต้อง|เปลี่ยน|สิ่งใด|เมื่อคน|ส่วนมาก|เขาอยู่ได้|เขาไม่มีปัญหา|เมื่อคน|ส่วนน้อย|มีปัญหา| |ก็ไม่|หา|ที่อื่น|อยู่| |จะได้|ไม่ต้อง|วุ่นวาย|เรื่องง่ายๆ|สงสาร| |เย|บอก|ทาง|สว่าง|ให้| |ไม่อยากให้|ทําเรื่อง|เล็ก|ให้เป็น|เรื่องใหญ่|แค่โยกย้าย|ไป| |ง่ายกว่า|ปรับ|เปลี่ยน| |เท่านั้น|เพราะพื้นที่|จะได้|ว่าง|พอให้|พวก|พม่า|และเขมร| |ที่เขา|อยาก|มาอยู่|เขารัก|แผ่นดิน|ไทย| |ได้|มีพื้นที่|ได้|อาศัย|ใครไม่รัก|ไป| |คนที่รัก|จะได้|มา,,1,Nonhatespeech,Neutral,,trust
ลูกหลานชาวพม่าสู้ๆๆๆนะค่ะ,ลูกหลาน|ชาวพม่า|สู้ๆๆ|ๆ|นะค่ะ,,1,Nonhatespeech,Neutral,,trust
เลิกโยนความผิดให้คนอื่น แล้วหันมาดูตัวเองบ้าง ว่าทำหน้าที่ดีหรึอยัง ไม่ว่าไทยหรึอพม่า สุดท้ายก็เรียก มนุษย์ เหมือนกัน,เลิกโยน|ความผิด|ให้คนอื่น|แล้วหันมา|ดู|ตัวเอง|บ้าง| |ว่า|ทําหน้าที่|ดี|ห|รึ|อ|ยัง|ไม่ว่าไทย|ห|รึ|อ|พม่า| |สุดท้ายก็|เรียก| |มนุษย์| |เหมือนกัน,,1,Nonhatespeech,Neutral,,trust
แอด ทำไมไม่พิมพ์หนุ่มแรงงานเพื่อนบ้านหรือหนุ่มแรงงานพม่า เลิกใช้ว่าต่างด้าวได้ใหมครับ,แอด|ทําไมไม่พิมพ์|หนุ่ม|แรงงาน|เพื่อนบ้าน|หรือ|หนุ่ม|แรงงาน|พม่า| |เลิกใช้|ว่า|ต่างด้าว|ได้|ใหม|ครับ,,0,Nonhatespeech,Negative,,disagreeable
เป็นกำลังใจให้นะค่ะคุณหมอ ทวีศิลป์นะค่ะ สู้ๆค่ะช่วยๆพวกเราก่อนนะค่ะ,เป็น|กําลังใจ|ให้|นะค่ะ|คุณหมอ| |ทวี|ศิลป์|นะค่ะ| |สู้ๆค่ะ|ช่วย|ๆ|พวกเรา|ก่อน|นะค่ะ,,1,Nonhatespeech,Neutral,,trust
ขอให้กำลังใจพี่น้องชาวไทยและพม่าทุกท่านนะครับ,ขอให้กําลังใจ|พี่น้อง|ชาวไทย|และ|พม่า|ทุกท่าน|นะครับ,,1,Nonhatespeech,Neutral,,trust
เพื่อนบ้านที่อยู่ไกล้ดีกว่าญาติที่อยู่ไกล พม่าเป็นเพื่อนบ้านที่ดีครับ,เพื่อนบ้าน|ที่อยู่|ไกล้|ดีกว่า|ญาติ|ที่|อยู่ไกล| |พม่า|เป็น|เพื่อนบ้าน|ที่|ดีครับ,,1,Nonhatespeech,Neutral,,trust
สมัยก่อนพม่าเผาอยุธยาสมัยนี้จะเผาทั้งประเทศไทยละเรือดำน้ำช่วยอะไรไม่ได้หลายหมื่นล้าน,สมัยก่อน|พม่า|เผา|อยุธยา|สมัยนี้|จะ|เผา|ทั้ง|ประเทศไทย|ละ|เรือ|ดําน้ํา|ช่วยอะไร|ไม่ได้|หลาย|หมื่นล้าน,สมัยก่อน|#พม่า|เผา|อยุธยา|สมัยนี้|จะ|#เผา|ทั้ง|#ประเทศไทย|ละ|เรือ|ดําน้ำ|ช่วยอะไร|ไม่ได้|หลาย|หมื่นล้าน,-1,Hatespeech,Negative,สมัยก่อน #พม่า เผา อยุธยา สมัยนี้ จะ #เผา ทั้ง #ประเทศไทย ละ เรือ ดําน้ำ ช่วยอะไร ไม่ได้ หลาย หมื่นล้าน,disagreeable
วอนหน่อยงานตามนายจ้างและคนขับรถมาส่งให้เจอครับ ถึงเขาจะเป็นพม่าแต่เขาก้อเป็นคนครับมาทิ้งเขาเหมือนหมูเหมือนหมาแบบนี้ได้ยังไงไม่คิดถึงใจเขาใจเราบ้างที่นี่ไม่ใช่บ้านเขา...เขาจะเป็นยังไงทางก้อไม่รู้ กูอยู่ไหนก้อไม่รู้ ไม่รู้จะไปไหนต่อ ไม่กล้าขยับตัว เหมือนเราไปต่างประเทศอะครับแล้วโดนทิ้งแบบนี้เราจะทำยังไงต่อ ถ้าเป็นผม ผมก้อเอ๋อสิครับจะไปไหนจะทำยังไงจะนั่งรถเมล์สายไหน สถานที่นี้เรียกว่าอะไร เขาน่าสงสารครับ เอาให้หนักครับนายจ้างสันดารเลว...และคนที่อยู่ระแวกโรงงานก้อไม่ต้องไปยุ่งกับไอห่านายจ้างสันดารเลวคยนี้ครับ ใครเป็นเพื่อนมันก้อเลิกคบมันไปเลยครับใครทำธุระกิจกับมันก้อบี๊บก้อแบนมันเลยครับไม่ต้องเอามันมาร่วมเครือข่ายเอาให้โรงงานมันเจ๊งไปเลยครับ เพราะสันดารนายจ้างคนนี้คบไม่ได้ คบคนเพราะผลประโยชน์ พอหมดประโยชน์มันก้อถีบหัวส่ง ถ้าสันดารแบบนี้ไม่ว่าคนไทยหรือคนต่างประเทศ มันก้อเททิ้งหมดแหละครับ ถ้าหมดผลประโยชน์ เอาให้หนักครับอย่าให้มันมีที่ยืนสังคมครับ เลว ชาติชั่ว ชิงหมาเกิด,วอน|หน่อย|งาน|ตาม|นายจ้าง|และ|คนขับรถ|มา|ส่งให้|เจอ|ครับ| |ถึง|เขาจะ|เป็น|พม่า|แต่เขา|ก้อ|เป็นคน|ครับ|มา|ทิ้ง|เขา|เหมือน|หมู|เหมือน|หมา|แบบนี้|ได้ยังไง|ไม่|คิดถึง|ใจ|เขา|ใจเรา|บ้าง|ที่|นี่ไม่ใช่|บ้าน|เขา|เขาจะ|เป็นยังไง|ทาง|ก้อ|ไม่รู้|กูอยู่ไหน|ก้อ|ไม่รู้|ไม่รู้จะไปไหน|ต่อ| |ไม่กล้า|ขยับตัว|เหมือนเราไป|ต่างประเทศ|อะครับ|แล้ว|โดน|ทิ้ง|แบบนี้|เรา|จะทํายังไง|ต่อ|ถ้าเป็นผม|ผมก้อ|เอ๋อ|สิครับ|จะไปไหน|จะทํายังไง|จะ|นั่ง|รถเมล์|สาย|ไหน| |สถานที่|นี้|เรียกว่า|อะไร|เขาน่าสงสาร|ครับ|เอาให้|หนัก|ครับ|นายจ้าง|ส|ันดา|ร|เลว|และ|คนที่อยู่|ระ|แว|ก|โรงงาน|ก้อ|ไม่ต้องไป|ยุ่งกับ|ไอ|ห่า|นายจ้าง|ส|ันดา|ร|เลว|ค|ย|นี้|ครับ|ใครเป็นเพื่อน|มัน|ก้อ|เลิก|คบ|มันไป|เลยครับ|ใคร|ทําธุระ|กิจ|กับมัน|ก้อ|บี|๊บ|ก้อ|แบน|มัน|เลยครับ|ไม่ต้อง|เอา|มัน|มาร่วม|เครือข่าย|เอา|ให้|โรงงาน|มัน|เจ๊ง|ไป|เลยครับ|เพราะส|ันดา|ร|นายจ้าง|คนนี้|คบ|ไม่ได้| |คบ|คน|เพราะ|ผลประโยชน์|พอหมด|ประโยชน์|มัน|ก้อ|ถีบ|หัว|ส่ง|ถ้าส|ันดา|ร|แบบนี้|ไม่ว่า|คนไทย|หรือ|คน|ต่างประเทศ|มันก้อ|เท|ทิ้ง|หมด|แหละครับ|ถ้าหมด|ผลประโยชน์|เอาให้|หนัก|ครับ|อย่าให้|มันมี|ที่|ยืน|สังคม|ครับ| |เลว| |ชาติ|ชั่ว| |ชิง|หมา|เกิด,,0,Nonhatespeech,Positive,,Others
